664,be preferable to ～,～より望ましい
665,be acquainted with ～,～を熟知して ～と知り合いである
666,look up ～ (in the dictionary),～を（辞書で）調べる
667,keep at ～,～を根気よく続ける
668,make progress (in ～),（～において）進歩する〔進む〕
669,those who ...,...する人々
670,not less than ～,少なくとも～
671,it is said that ...,...と言われている
672,now (that) ...,今や...なので ...であるからには
673,shake hands (with ～),（～と）握手する
674,provide B for 〔to〕 A,AにBを供給する 提供する
675,go in for ～,（趣味などとして）～をし始める
676,be particular about 〔over〕 ～,（好みなどに関して）～にうるさい
677,drop in (on 人 ; at 場所),（～に）立ち寄る
678,see off ～,～を見送る
679,be senior to ～,～より年上である
680,in succession,連続して 次々と
681,put on airs,気取る
682,all 〔just〕 the same,それでもやはり
683,rule out ～,～を除外する
684,take after ～,～を追跡する （人が）～に似ている
685,be reluctant to do,...したがらない
686,exchange A for B,AをBと交換する
687,look ～ in the eye 〔face〕,～の目〔顔〕をまっすぐ見る ～を直視する
688,the time (～) when ...,...する時
689,A is no less ～ than B is (...),Bが...であるのと同様にAは～である AはBに劣らず～である
690,lay off ～,～を（一時）解雇する
691,on second thought(s),考え直して やっぱり
692,kind〔sort〕 of,いくぶん ちょっと
693,take a break,休憩する
694,between you and me,内緒にして
695,regret to do,残念ながら...する
696,need not have＋過去分詞,...する必要がなかったのに
697,use up ～,～を使い尽くす
698,seeing (that) ...,...であるので
699,set about ～,～を始める ～に取りかかる
700,make much of ～,～を重視する ～をもてはやす
701,show off ～,～を見せびらかす
702,go on ...ing 〔with ～〕,...し〔～を〕続ける
703,turn down ～,～を拒絶〔拒否〕する ～を断る
704,if anything,どちらかと言えば むしろ
705,boast about 〔of〕 ～,～を自慢する ～を誇る
706,refrain from ～,～を控える ～をやめる
707,suspect A of B,AをBであるようだと疑う
708,die from ～,～（が死因）で死ぬ
709,all along,最初からずっと
710,by accident 〔chance〕,たまたま 偶然
711,Who is it that ...?,...するのはいったい誰か。
712,accept A as B,AをBとして認める 受け入れる
713,get in touch with ～,～と連絡を取る
714,free of charge,無料で
715,look to ～ (for ...),（...を求めるのに）～を頼みにする
716,ask a favor of ～,～にお願いする〔頼む〕
717,pick up ～,～を取り上げる ～（預けてあるもの）を受け取る ～を（乗り物で）迎えに行く
718,be absent from ～,～を欠席している
719,get along (with ～),（～と）うまくやっていく 暮らしていく
720,be intent on 〔upon〕 ～,～に没頭している ～をたくらんでいる
721,behind the times,時代遅れの
722,decide on 〔upon〕 ～,～を選ぶ ～を決定する
723,stay away from ～,～に近づかない ～を欠席する
724,in public,人前で 公然と
725,let O do,Ｏに...させる（使役動詞）
726,as ～ as＋数詞,（...と同じほど）も～
727,at length,詳細に ついに
728,stand for ～,～を表す ～を象徴する ～を支持する
729,consist in ～,～にある ～に存在する
730,dozens of ～,何十もの～ 多数の～
731,in a word,一言で言えば 要するに
732,under way,進行中で
733,get to ～,～に到着する
734,so to speak 〔say〕,いわば 言ってみれば
735,make sense,意味を成す 道理にかなう
736,define A as B,AをBと定義する
737,out of fashion,すたれた 流行遅れの
738,"one ～, another ...",1つは～，（もう）1つは...
739,cannot do too ～,いくら～してもしすぎることはない
740,to begin 〔start〕 with,まず 第一に
741,need 〔want〕 ...ing,...される必要がある
742,no sooner ～ than ...,～するとすぐ...する
743,keep one's word 〔promise〕,約束を守る
744,forgive A for B,B（過ちや罪など）に関してAを許す 大目に見る
745,present oneself,出頭する 出席する
746,punish A for B,Bを理由にAを罰する
747,make amends for ～,～の償いをする ～の埋め合わせをする
748,submit to ～,～に従う ～に屈服する
749,be worthy to do,...するに値する〔ふさわしい〕
750,fail in ～,～に失敗する ～を怠る
751,in effect,実際は 事実上
752,rest on 〔upon〕 ～,～に基づく ～に支えられている
753,bring ～ into being 〔existence〕,～を生み出す ～（子）を産む
754,ask A for B,AにBを求める
755,on 〔in〕 behalf of ～,～の代理として ～のために
756,What if ...?,...したらどうなるだろうか。
757,the＋形容詞,（形容詞）の人たち
758,for the first time,初めて
759,make do with ～,～で間に合わせる ～で済ませる
760,come close to ...ing,...しそうになる もう少しで...するところだ
761,come up with ～,～を思いつく
762,with respect to ～,～に関して
763,result in ～,～という結果になる
764,in practice,実際に（は） 実際上
765,for instance 〔example〕,例えば
766,look down upon〔on〕 ～,～を軽蔑する
767,take off (～),離陸する ～を脱ぐ 人気が出る
768,make use of ～,～を活かす
769,make a difference,重要である
770,in that ...,...という点において ...だから
771,not all ～,すべての～が...であるわけではない
772,whether to do,...すべきかどうか
773,be confronted with 〔by〕 ～,～に直面している
774,a couple of ～,2，3の いくつかの
775,figure out ～,～を考え出す ～を理解する
776,up to date,最新の 現代的な
777,be ready for ～,～の準備ができている
778,in return for ～,～のお返しに
779,differ from ～,～と異なる
780,in fact 〔reality〕,実は 実際には
781,focus on ～,～に集中する ～に焦点を当てる
782,be famous for ～,～で有名である
783,think highly of ～,～を高く評価する ～を重視する
784,on schedule,予定通りに
785,happen to do,たまたま〔偶然〕...する
786,it is not until ～ that ...,～して初めて...する
787,do nothing but do,単に...するだけである
788,in exchange of 〔for〕 ～,～と引き換えに ～の代わりに
789,feel for ～,～に同情する
790,insist on 〔upon〕 ～,～を主張する ～を言い張る
791,in principle,原則として 原則的には
792,get away with ～,～を罰を受けずにやってのける ～を持ち逃げする
793,look into ～,～を調べる
794,be opposed to ～,～に反対である
795,keep company with ～,～と交際する
796,seat oneself,座る 着席する
797,bring oneself to do,...する気になる
798,catch sight of ～,～を見かける ～を見つける
799,keep away from ～,～から離れている ～に近づかない
800,live a life,生活をする（同族目的語）
801,at best,よくても せいぜい
802,with ～ in mind,～を考慮して
803,get down to ～,～をし始める ～に本腰を入れて取り掛かる
804,in the meantime,その間に とかくするうちに
805,couldn't be better,（気分・調子が）最高だ
806,if ever,（たとえ）あるとしても もし...だとしたら
807,A is to B what C is to D,AとBの関係はCとDの関係に等しい
808,but for ～,～を除いて（～以外は） ～がなければ〔～がなかったら〕
809,not ... either,～も（また）...ない
810,where to do,どこで〔に〕...すべきか
811,動詞＋過去分詞,～されて...する（主格補語としての過去分詞）
812,upon〔on〕＋名詞,...すると（すぐ）
813,will be ...ing,...しているだろう（未来進行形）
814,hardly ～ when 〔before〕 ...,～するとすぐ...する
815,as 〔so〕 long as ...,...する限り ...でさえあれば
816,for want 〔lack〕 of ～,～の不足のため ～がないので
817,be apt to do,...しがちだ ...する傾向にある
818,go bankrupt,破産する
819,in the face of ～,～に直面して ～にもかかわらず
820,consist of ～,～から成る
821,as follows,次の通り（で）
822,make (both) ends meet,収支を合わせる やり繰りする
823,make allowances for ～,～を考慮して大目にみる ～を見込む
824,apply for ～,～に申し込む ～に応募する
825,hope 〔wish〕 for ～,～を望む
826,only too ～,とても... 残念ながら...
827,in trouble,困った 窮地に陥った
828,aim at ～,～を目指す ～をねらう
829,be busy ...ing 〔with ～〕,...するのに〔～に〕忙しい
830,If only ...,...でありさえすればよい〔よかった」のに
831,out of (one's) control,制御できなくて
832,in the air,（噂などが）広まって 空中に
833,coincide with ～,～と同時に起こる ～と一致する
834,blame A for B,BをAのせいにする BのことでAを非難する
835,on duty,勤務中で 当直で
836,pass away,亡くなる
837,go out of one's way to do,わざわざ...する
838,live on 〔upon〕 ～,～で生計を立てる ～に頼って生活する
839,run into 〔across〕 ～,～に偶然出会う
840,go with ～,～と同調する ～と調和する
841,try to do,...しようとする ...しようと試みる
842,in accordance with ～,～に従って〔合致して〕 ～通りに
843,～ of ...,...という～（同格のof）
844,If it were not 〔had not been〕 for ～,もし～がないなら〔なかったら〕
845,forget to do,...することを忘れる
846,for the purpose of ～,～の目的で
847,at intervals,間隔をおいて 時折
848,keep on ...ing,...し続ける
849,as opposed to ～,～とは対照的に
850,in preparation for ～,～に備えて ～の準備で
851,go without ～,～なしで済ませる 我慢する
852,feed on ～,～を餌にする ～を常食にする
853,be about to do,（まさに）...しようとしている
854,give birth to ～,～を生む〔産む〕 ～の原因となる
855,strictly speaking,厳密に言うと
856,what we 〔they〕 call,いわゆる
857,take to ～,～が気に入る （習慣的に）～を始める ～にふける
858,compare A with 〔to〕 B,AをBと比較する AをBにたとえる
859,settle down,落ち着く 静まる
860,name A (B) after C,CにちなんでAを（Bと）名づける
861,beyond doubt,疑いの余地なく 明らかに
862,be subject to ～,～に影響を受けやすい ～に従わなければならない
863,what to do,何を...すべきか
864,help O (to) do,Ｏが...するのを助ける
865,How about ～?,～はどうか。
866,be being＋過去分詞,...されている（進行形の受動態）
867,have only to do,...しさえすればよい
868,take notes on ～,～をメモする
869,of importance,重要な
870,by hand,（機械でなく）人の手で 手書きで
871,look back upon 〔on；to〕 ～,～を振り返る ～を回顧する
872,above all (else),何よりもまず とりわけ
873,reflect upon 〔on〕 ～,～についてよく考える ～を振り返る
874,in other words,言い換えれば すなわち
875,attach A to B,AをBに取り付ける〔付与する〕
876,objectively speaking,客観的に言えば
877,sum up ～,～を要約する
878,be better off,より良い状態である ...した方がよい
879,with＋O＋前置詞句,...して（Ｏを～の状態で）
880,形容詞＋as S is,...けれども
881,"one ～, the other ...",一方は～，もう一方〔残り〕は...
882,"If S had 過去分詞, S would have 過去分詞",もし～だったら，...だっただろうに（仮定法過去完了）
883,be blessed with ～,～に恵まれている
884,put (an) emphasis on ～,～に重点を置く
885,be〔become〕 keen on ～,～に熱中している
886,instead of ～,～の代わりに
887,in fashion,流行の
888,(it is) no wonder (that) ...,...というのも不思議ではない ...なのも当然だ
889,a number of ～,たくさんの～ いくつかの～
890,in the long run,長い目で見れば 結局は
891,stick to ～,～（主義・決定など）に固執する ～にくっつく
892,have access to ～,～を入手できる ～にアクセスできる
893,due to ～,～のために ～のせいで
894,have no choice but to do,...するより仕方がない
895,frown at,～に向かってまゆをひそめる ～にしかめ面をする
896,at first sight,一見したところでは 一目で
897,the last (～) to do,決して...しない～ ...しそうにない～
898,forget ...ing,...したことを忘れる
899,make up for ～,～を補う ～の埋め合わせをする
900,all but ～,ほとんど～ ～以外全部
901,bring A home to B,BにAを痛感させる
902,to some 〔a certain〕 extent,ある程度
903,resort to ～,～に訴える ～に頼る
904,in view of ～,～を考慮して
905,bring up ～,～を育てる ～を話題に持ち出す
906,out of the way,道を外れて 邪魔にならないように
907,put ～ into 〔in〕 practice,～を実行に移す
908,at all costs,どんな代償を払っても
909,out of the question,問題外〔論外〕の まったく不可能な
910,in ～,～後に ～のうちに ～の間に（期間）
911,not to speak of ～,～は言うまでもなく
912,what with A and (what with) B,AやらBやらで
913,all too ～,あまりにも（...すぎる）
914,ascribe A to B,Aの原因〔所属〕はBだと考える
915,identify A with B,AとBを同一視する 関連づけて考える
916,hold true 〔good〕,当てはまる 適用できる
917,to the point of ～,～（程度・段階などが）まで
918,correspond with ～,～と一致する ～と文通する
919,take charge of ～,～を管理〔担当〕する ～を預かる
920,let alone ～,～は言うまでもなく ましてや～
921,by and large,概して 一般に
922,at work,仕事中で 活動中で
923,fill in ～,（必要事項を）～に書き込む ～を埋める
924,once (and) for all,これを最後に きっぱりと
925,if any,たとえあるにせよ もしあれば
926,may well do,...するのも当然だ
927,most 〔one；all；some〕 of wh-,～のほとんど〔1つ／すべて／いくつか〕
928,it is ～ wh- ...,...かは～だ（疑問詞を導く形式主語のIt）
929,early on,早い段階で 初期に
930,in short,要するに
931,translate A into B,AをBに翻訳する
932,one (A) after another,（Aが）次から次へと
933,be different from ～,～と違っている
934,be unique to ～,～に特有である ～に固有である
935,be engaged in ～,～にに興じる ～に従事している
936,one another,お互い（に）
937,enjoy oneself,楽しく過ごす
938,in order to do,...するために
939,do ～ good〔do good to ～〕,～にとってよい ～のためになる
940,take part in ～,～に参加する
941,later on,あとで あとになって
942,be worth ...ing,...する価値がある
943,take place,起こる 生じる
944,in person,直接 自分で
945,substitute A for B,Bの代わりにAを使う
946,as good as ～,ほとんど～も同然
947,get on one's nerves,～のかん〔神経〕に障る
948,make oneself understood,自身（の考え）を理解してもらう
949,have trouble (in) ...ing,～するのに苦労する
950,take advantage of ～,～を利用する
951,turn 〔hand 〕 in ～,～を提出する
952,help ～ with ...,～の...を手伝う
953,in demand,需要のある
954,take on ～,～を引き受ける ～を帯びる
955,in place of ～,～の代わりに
956,in any case,どんな場合でも いずれにせよ
957,make the most of ～,～（有利な条件）を最大限に利用する
958,give ～ a try,～を試してみる 挑戦してみる
959,比較級 and 比較級,ますます～
960,judging from 〔by〕 ～,～から判断すると
961,go back to ～,～へ戻る ～にさかのぼる
962,bring about ～,～をもたらす ～を引き起こす
963,be made of ～,～（材料）でできている
964,dispose of ～,～を処理する
965,give away ～,～を（ただで）やる ～（秘密など）をばらす
966,for free,無料で ただで
967,in advance,前もって
968,sympathize with ～,～に同情する
969,"～, which ...",～そしてそれは...（関係代名詞の非制限用法）
970,used to do,いつも...したものだ 以前は...だった
971,as ～ as ever,相変わらず～
972,not ...ing,...しない〔しなかった〕ので（完了動名詞の否定）
973,hold A by the B,AのBをつかむ
974,may have＋過去分詞,...したかもしれない
975,count for ～,～の価値がある ～ほどの重要性を持つ
976,no more than ～,（数・量などが）たった～ ほんの～
977,in haste,急いで
978,at the cost 〔price〕 of ～,～を犠牲にして
979,care about ～,～に関心がある ～を気にかける
980,specialize in ～,～を専門に扱う ～を専攻する
981,make a choice,選択する
982,(un)suitable for ～,～に適した（適さない）
983,go on to do,次に...する 続けて...する
984,on the spot,その場で 即座に
985,with care,注意して 気をつけて
986,will have＋過去分詞,...してしまっているだろう（未来完了形）
987,it seems that ...,...のように見える〔思える〕
988,it is ～ for O to do,Oが...するのは～
989,in order that S may 〔can / will〕 ...,...するために
990,for the sake of ～,～のために
991,in pursuit of ～,～を探し求めて ～を得ようとして
992,in store for ～,～を待ち受けて ～に備えて
993,know ～ by heart,～をそらで覚えている ～を暗記している
994,inquire into ～,～を調べる
995,major in ～,～を専攻する
996,enter into 〔on〕 ～,～（新しい仕事など）を始める ～に取り掛かる
997,be ready to do,...する用意ができている ...する覚悟がある
998,keep pace with ～,～に遅れをとらないようにする ～についていく
999,fall behind （～）,（～に）後れをとる
1000,a handful of ～,ひと握りの～ 少数の～
1001,cope with ～,～に対処する
1002,by no means,決して～ない
1003,as a matter of fact,実際のところ
1004,on the rise,上昇中で 増加中で
1005,supply A with B,AにBを供給する
1006,take ～ into account 〔consideration〕,～を考慮に入れる
1007,be lacking 〔wanting〕 in ～,～が〔に〕欠けている
1008,rob A of B,AからBを強奪する
1009,be unwilling to do,...することに気が進まない ...したがらない
1010,share A with B,AをBと共有する 分かち合う
1011,be consistent with ～,～と一致する
1012,turn a deaf ear to ～,～に耳を貸さない
1013,to make matters worse,さらに悪いことには
1014,manage to do,何とか〔どうにか〕...する
1015,as of ～,～の時点で ～現在で
1016,make up ～,～を構成する ～（割合）を占める ～をでっち上げる
1017,on the increase,増加して
1018,be bound to do,必ず...する ...する責任がある
1019,on occasion(s),時々
1020,for fear of ～,～を恐れて ～のないように
1021,in danger of ～,～の危険にさらされて ～の恐れがあって
1022,have an impact〔 effect；influence〕 on ～,～に影響を及ぼす
1023,get lost,消える （道に）迷う 途方に暮れる
1024,be proud of ～,～を誇りにする
1025,That 〔This〕 is why ...,そういう〔こういう〕わけで...
1026,not to mention ～,～は言うまでもなく
1027,～ enough to do,...するのに十分～ ...できるくらい～
1028,at the moment,現在 今のところ
1029,as yet,今のところ 現時点では
1030,run over ～,～（可能性）を考えてみる （車などが）～をひく
1031,be convinced that ... 〔of ～〕,...であると〔～を〕確信している
1032,be equal to ～,～に等しい ～をこなすことができる
1033,be forced to do,...することを強いられる
1034,add to ～,～を増やす
1035,it turns out that ...,...だということが判明する
1036,keep track of ～,～の動向・経緯を追う ～の記録をつける
1037,find out (about) ～,～についてわかる ～に関して真相を知る
1038,call up ～,～に電話をかける
1039,what＋名詞 ...,...するすべての～
1040,more than＋数量,～より多い
1041,be in love with ～,～に恋している
1042,so far,今（まで）のところ
1043,for oneself,独力で
1044,live up to ～,～（期待など）に添う
1045,put off ～,～を嫌にさせる ～を延期する
1046,at stake,危機に瀕して
1047,go about ～,～（仕事・問題など）に取り組む
1048,(as) compared to 〔with〕 ～,～と比べると
1049,think much of ～,～を高く評価する ～を重んじる
1050,tell A apart (from B),（Bと）Aを区別する
1051,set 〔put；lay〕 aside ～,～をを無視する ～を取っておく
1052,needless to say,言うまでもなく
1053,when 〔while〕 ...,...時〔間〕（副詞節におけるS＋beの省略）
1054,it is not too much to say (that) ...,...と言っても過言ではない
1055,might as well ～ as ...,...するくらいなら～する方がましだ
1056,fall in love with ～,～に恋をする
1057,cheer up ～,～を元気づける ～を励ます
1058,go through ～,～を経験する ～を通過する
1059,interact with ～,～と交流〔対話〕する ～（物質などが）と相互作用する
1060,in brief,要するに
1061,furnish A with B,AにB（必要な物）を与える 供給する
1062,provide for 〔against〕 ～,～に与える ～に備える
1063,be afraid of ～,～を恐れている
1064,by means of ～,～（の手段）によって
1065,give (人) a hand,～(人)に手を貸す ～(人)の手助けをする
1066,stand up,立ち上がる 立っている
1067,ill at ease,居心地が悪い 落ち着かない
1068,in any event,いずれにせよ とにかく
1069,in ...ing,...する時に
1070,so ～ that ...,大変～なので... ...であるほど～
1071,count on 〔upon〕 ～,～を当てにする ～に（当然のように）頼る
1072,dawn on ～,～にとって次第にわかるようになる
1073,beat about 〔around〕 the bush,遠回しに言う
1074,make it,うまくいく 間に合う
1075,contrary to ～,～に反して
1076,independent of ～,～に頼らない ～から独立した
1077,at once,すぐに
1078,compensate for ～,～を埋め合わせる ～（損失など）を補償する
1079,appeal to A for B..,BのためにAに訴える
1080,much 〔still〕 less ～,（否定文に続いて）まして～ない
1081,out of order,故障して 順序がくるって
1082,stand by ～,～の味方をする
1083,be suited to ～,～に適した
1084,on ～,～に（特定の日の朝・晩などに用いる）
